,d1r1,d1r0,d0r1,d0r0,ROR,SE,CI95min,CI95max
MICROCRYSTALLINE CELLULOSE,0,0,205,36844,,,,
MICRONOMICIN SULFATE,0,0,205,36844,,,,
MIDAZOLAM,0,28,205,36816,,,,
MIDAZOLAM HYDROCHLORIDE,0,21,205,36823,,,,
MIDAZOLAM MALEATE,0,0,205,36844,,,,
MIDAZOLAM\MIDAZOLAM HYDROCHLORIDE,0,16,205,36828,,,,
MIDECAMYCIN ACETATE,0,0,205,36844,,,,
MIDODRINE,0,6,205,36838,,,,
MIDODRINE HYDROCHLORIDE,0,2,205,36842,,,,
MIDOMAFETAMINE,0,0,205,36844,,,,
MIDOSTAURIN,0,0,205,36844,,,,
MIFAMURTIDE,0,37,205,36807,,,,
MIFEPRISTONE,0,1,205,36843,,,,
MIGALASTAT,0,0,205,36844,,,,
MIGALASTAT HYDROCHLORIDE,0,0,205,36844,,,,
MIGLITOL,0,3,205,36841,,,,
MIGLUSTAT,0,0,205,36844,,,,
MIGRENIN,0,0,205,36844,,,,
MILATUZUMAB,0,0,205,36844,,,,
MILCICLIB MALEATE,0,0,205,36844,,,,
MILK THISTLE,0,14,205,36830,,,,
MILNACIPRAN,0,0,205,36844,,,,
MILNACIPRAN HYDROCHLORIDE,0,0,205,36844,,,,
MILNACIPRAN\MILNACIPRAN HYDROCHLORIDE,0,0,205,36844,,,,
MILRINONE,0,1,205,36843,,,,
MILRINONE LACTATE,0,0,205,36844,,,,
MILRINONE\MILRINONE LACTATE,0,0,205,36844,,,,
MILTEFOSINE,0,0,205,36844,,,,
MINAPRINE HYDROCHLORIDE,0,0,205,36844,,,,
MINERAL OIL,0,12,205,36832,,,,
MINERAL OIL EMULSION,0,0,205,36844,,,,
MINERAL OIL EMULSION\PETROLATUM,0,0,205,36844,,,,
"MINERAL OIL OR SODIUM PHOSPHATE, DIBASIC\SODIUM PHOSPHATE, MONOBASIC",0,0,205,36844,,,,
MINERAL OIL\PARAFFIN,0,0,205,36844,,,,
MINERAL OIL\PARAFFIN\PETROLATUM,0,0,205,36844,,,,
MINERAL OIL\PETROLATUM,0,0,205,36844,,,,
MINERAL OIL\PETROLATUM\PHENYLEPHRINE HYDROCHLORIDE,0,0,205,36844,,,,
MINERAL OIL\PETROLATUM\PHENYLEPHRINE HYDROCHLORIDE\SHARK LIVER OIL,0,0,205,36844,,,,
"MINERAL OIL\PETROLATUM\WAX, EMULSIFYING",0,0,205,36844,,,,
MINERAL OIL\PHENOLPHTHALEIN,0,0,205,36844,,,,
MINERAL OIL\PRAMOXINE HYDROCHLORIDE\ZINC OXIDE,0,0,205,36844,,,,
MINERALS,0,0,205,36844,,,,
MINERALS\OMEGA-3 FATTY ACIDS\VITAMINS,0,0,205,36844,,,,
MINERALS\PHYTOSTEROLS\VITAMINS,0,0,205,36844,,,,
MINERALS\POTASSIUM IODIDE\VITAMINS,0,0,205,36844,,,,
MINERALS\PROBIOTICS NOS\VITAMINS,0,0,205,36844,,,,
MINERALS\VITAMINS,0,21,205,36823,,,,
MINOCYCLINE HYDROCHLORIDE,0,28,205,36816,,,,
MINOCYCLINE HYDROCHLORIDE DIHYDRATE,0,0,205,36844,,,,
MINOCYCLINE\MINOCYCLINE HYDROCHLORIDE,0,12,205,36832,,,,
MINODRONIC ACID,0,3,205,36841,,,,
MINOXIDIL,0,0,205,36844,,,,
MINT\PROPYLENE GLYCOL\SORBITOL,0,0,205,36844,,,,
MINT\SPEARMINT,0,0,205,36844,,,,
MIPOMERSEN SODIUM,0,0,205,36844,,,,
MIRABEGRON,0,21,205,36823,,,,
MIRABEGRON\SOLIFENACIN,0,0,205,36844,,,,
MIRAMISTIN,0,0,205,36844,,,,
MIRDAMETINIB,0,0,205,36844,,,,
MIRIKIZUMAB,0,0,205,36844,,,,
MIRIMOSTIM,0,0,205,36844,,,,
MIRIPLATIN,0,3,205,36841,,,,
MIROGABALIN,0,0,205,36844,,,,
MIROGABALIN BESYLATE,0,1,205,36843,,,,
MIRTAZAPINE,0,150,205,36694,,,,
MIRVETUXIMAB SORAVTANSINE,0,3,205,36841,,,,
MIRZOTAMAB CLEZUTOCLAX,0,0,205,36844,,,,
MISOPROSTOL,0,4,205,36840,,,,
MISOPROSTOL\NAPROXEN,0,0,205,36844,,,,
MITAPIVAT,0,0,205,36844,,,,
MITIGLINIDE,0,2,205,36842,,,,
MITIGLINIDE CALCIUM ANHYDROUS,0,0,205,36844,,,,
MITIGLINIDE CALCIUM HYDRATE,0,0,205,36844,,,,
MITIGLINIDE CALCIUM HYDRATE\VOGLIBOSE,0,2,205,36842,,,,
MITOBRONITOL,0,0,205,36844,,,,
MITOGUAZONE,0,0,205,36844,,,,
MITOGUAZONE DIHYDROCHLORIDE,0,0,205,36844,,,,
MITOGUAZONE DIHYDROCHLORIDE MONOHYDRATE,0,0,205,36844,,,,
MITOLACTOL,0,0,205,36844,,,,
MITOMYCIN,0,230,205,36614,,,,
MITOTANE,0,208,205,36636,,,,
MITOXANTRONE HYDROCHLORIDE,0,176,205,36668,,,,
MITRAGYNINE,0,0,205,36844,,,,
MITRAGYNINE\HERBALS,0,0,205,36844,,,,
MIVACURIUM,0,0,205,36844,,,,
MIVACURIUM CHLORIDE,0,1,205,36843,,,,
MIVACURIUM HYDROXIDE,0,0,205,36844,,,,
MIVAVOTINIB CITRATE,0,0,205,36844,,,,
MIVEBRESIB,0,0,205,36844,,,,
MIZOLASTINE,0,0,205,36844,,,,
MIZORIBINE,0,0,205,36844,,,,
MK-0482,0,0,205,36844,,,,
MK-1454,0,0,205,36844,,,,
MK-7264 CITRATE,0,0,205,36844,,,,
MOBOCERTINIB,0,1,205,36843,,,,
MOCETINOSTAT,0,0,205,36844,,,,
MOCLOBEMIDE,0,0,205,36844,,,,
MOCRAVIMOD HYDROCHLORIDE,0,0,205,36844,,,,
MODAFINIL,0,4,205,36840,,,,
MODAKAFUSP ALFA,0,1,205,36843,,,,
MOEXIPRIL,0,0,205,36844,,,,
MOEXIPRIL HYDROCHLORIDE,0,0,205,36844,,,,
MOFEZOLAC,0,0,205,36844,,,,
MOGAMULIZUMAB,0,9,205,36835,,,,
MOGAMULIZUMAB-KPKC,0,1,205,36843,,,,
MOLGRAMOSTIM,0,0,205,36844,,,,
MOLIBRESIB,0,0,205,36844,,,,
MOLINDONE,0,0,205,36844,,,,
MOLINDONE HYDROCHLORIDE,0,0,205,36844,,,,
MOLNUPIRAVIR,0,0,205,36844,,,,
MOLSIDOMINE,0,7,205,36837,,,,
MOLYBDENUM,0,0,205,36844,,,,
MOLYBDENUM MO-99\TECHNETIUM TC-99M,0,0,205,36844,,,,
MOMELOTINIB,0,0,205,36844,,,,
MOMELOTINIB DIHYDROCHLORIDE,0,0,205,36844,,,,
MOMETASONE,0,17,205,36827,,,,
MOMETASONE FUROATE,0,30,205,36814,,,,
MOMETASONE FUROATE MONOHYDRATE,0,0,205,36844,,,,
MOMETASONE FUROATE\OLOPATADINE HYDROCHLORIDE,0,0,205,36844,,,,
MOMETASONE FUROATE\SALICYLIC ACID,0,0,205,36844,,,,
MOMETASONE FUROATE\TIOTROPIUM BROMIDE,0,0,205,36844,,,,
MOMORDICA CHARANTIA FRUIT,0,0,205,36844,,,,
MONALAZONE DISODIUM,0,0,205,36844,,,,
MONALIZUMAB,0,0,205,36844,,,,
MONGERSEN,0,0,205,36844,,,,
MONKEYPOX VACCINE NOS,0,0,205,36844,,,,
MONOETHANOLAMINE,0,0,205,36844,,,,
MONOMETHYL FUMARATE,0,0,205,36844,,,,
MONOSIALOTETRAHEXOSYLGANGLIOSIDE,0,0,205,36844,,,,
MONOSODIUM GLUTAMATE,0,0,205,36844,,,,
MONTELUKAST SODIUM,0,63,205,36781,,,,
MONTELUKAST\MONTELUKAST SODIUM,0,0,205,36844,,,,
MONTEPLASE,0,0,205,36844,,,,
MONTMORILLONITE,0,54,205,36790,,,,
MOPERONE HYDROCHLORIDE,0,0,205,36844,,,,
MOPROLOL,0,0,205,36844,,,,
MORCLOFONE,0,0,205,36844,,,,
MORELLA CERIFERA POLLEN,0,0,205,36844,,,,
MORINAMIDE,0,0,205,36844,,,,
MORINGA OLEIFERA LEAF,0,0,205,36844,,,,
MORNIFLUMATE,0,1,205,36843,,,,
MORNIFLUMATE\NIFLUMIC ACID,0,0,205,36844,,,,
MORPHINE HYDROCHLORIDE,0,34,205,36810,,,,
MORPHINE SULFATE,0,279,205,36565,,,,
MORPHINE SULFATE\NALTREXONE HYDROCHLORIDE,0,3,205,36841,,,,
MORPHINE TARTRATE,0,0,205,36844,,,,
MORPHINE-3-GLUCURONIDE,0,0,205,36844,,,,
MORPHINE-6-GLUCURONIDE,0,0,205,36844,,,,
MORPHINE\MORPHINE HYDROCHLORIDE\MORPHINE SULFATE\MORPHINE TARTRATE,0,1,205,36843,,,,
MORPHOLINE,0,0,205,36844,,,,
MORRHUATE SODIUM,0,0,205,36844,,,,
MORUS ALBA POLLEN,0,0,205,36844,,,,
MORUS ALBA POLLEN\MORUS RUBRA POLLEN,0,0,205,36844,,,,
MORUS RUBRA POLLEN,0,0,205,36844,,,,
MOSAPRAMINE,0,0,205,36844,,,,
MOSAPRIDE,0,11,205,36833,,,,
MOSAPRIDE CITRATE,0,32,205,36812,,,,
MOSAPRIDE CITRATE DIHYDRATE,0,0,205,36844,,,,
MOSUNETUZUMAB,0,0,205,36844,,,,
MOTEXAFIN GADOLINIUM,0,0,205,36844,,,,
MOTIXAFORTIDE,0,0,205,36844,,,,
MOTOLIMOD,0,0,205,36844,,,,
MOXALACTAM,0,1,205,36843,,,,
MOXALACTAM DISODIUM,0,0,205,36844,,,,
MOXETUMOMAB PASUDOTOX,0,0,205,36844,,,,
MOXETUMOMAB PASUDOTOX-TDFK,0,0,205,36844,,,,
MOXIFLOXACIN,0,15,205,36829,,,,
MOXIFLOXACIN HYDROCHLORIDE,0,27,205,36817,,,,
MOXIFLOXACIN HYDROCHLORIDE MONOHYDRATE\TRIAMCINOLONE ACETONIDE,0,0,205,36844,,,,
MOXIFLOXACIN\NEPAFENAC\PREDNISOLONE ACETATE,0,0,205,36844,,,,
MOXIFLOXACIN\PREDNISOLONE,0,0,205,36844,,,,
MOXIFLOXACIN\PREDNISOLONE ACETATE,0,0,205,36844,,,,
MOXIFLOXACIN\TOBRAMYCIN,0,0,205,36844,,,,
MOXIFLOXACIN\TRIAMCINOLONE,0,0,205,36844,,,,
MOXIFLOXACIN\TRIAMCINOLONE\VANCOMYCIN,0,0,205,36844,,,,
MOXISYLYTE,0,0,205,36844,,,,
MOXONIDINE,0,6,205,36838,,,,
MRNA-4157,0,0,205,36844,,,,
MUCOR CIRCINELLOIDES F. LUSITANICUS,0,0,205,36844,,,,
MUCOR CIRCINELLOIDES F. LUSITANICUS\MUCOR PLUMBEUS,0,0,205,36844,,,,
MUCOR PLUMBEUS,0,0,205,36844,,,,
MUCOR RACEMOSUS,0,0,205,36844,,,,
MUMPS VIRUS STRAIN B LEVEL JERYL LYNN LIVE ANTIGEN,0,0,205,36844,,,,
MUNG BEAN,0,0,205,36844,,,,
MUPIROCIN,0,5,205,36839,,,,
MUPIROCIN CALCIUM,0,1,205,36843,,,,
MUPIROCIN\BETAMETHASONE,0,0,205,36844,,,,
MUPIROCIN\MUPIROCIN CALCIUM,0,4,205,36840,,,,
MURAGLITAZAR,0,0,205,36844,,,,
MUROMONAB-CD3,0,0,205,36844,,,,
MUS MUSCULUS SKIN,0,0,205,36844,,,,
MUSKMELON,0,0,205,36844,,,,
MYCOBACTERIUM TUBERCULOSIS,0,0,205,36844,,,,
MYCOPHENOLATE MOFETIL,0,102,205,36742,,,,
MYCOPHENOLATE MOFETIL HYDROCHLORIDE,0,0,205,36844,,,,
MYCOPHENOLATE MOFETIL\MYCOPHENOLATE MOFETIL HYDROCHLORIDE,0,17,205,36827,,,,
MYCOPHENOLATE SODIUM,0,0,205,36844,,,,
MYCOPHENOLIC ACID,0,21,205,36823,,,,
MYELOPEROXIDASE,0,0,205,36844,,,,
MYRCLUDEX B,0,0,205,36844,,,,
MYRRH,0,0,205,36844,,,,
MYRTECAINE,0,0,205,36844,,,,
MYRTILLUS,0,0,205,36844,,,,
"N,N-DIALLYL-5-METHOXYTRYPTAMINE",0,0,205,36844,,,,
N-(4-(3-CHLORO-4-FLUOROPHENYLAMINO)-7-((7-METHYL-7-AZASPIRO(3.5)NONAN-2-YL)METHOXY)QUINAZOLIN-6-YL)ACRYLAMIDE,0,0,205,36844,,,,
N-ACETYLGLUCOSAMINE,0,0,205,36844,,,,
N-DEMETHYLPROMETHAZINE,0,0,205,36844,,,,
N-DEMETHYLTRAMADOL,0,0,205,36844,,,,
N-DESMETHYLLEVOMEPROMAZINE,0,0,205,36844,,,,
N-DESMETHYLOLANZAPINE,0,0,205,36844,,,,
N-DESMETHYLTRIMEPRAZINE,0,0,205,36844,,,,
N-DESMETHYLTRIMIPRAMINE,0,0,205,36844,,,,
N-DESMETHYLVENLAFAXINE,0,0,205,36844,,,,
N-ETHYL-1-(3-METHOXYPHENYL)CYCLOHEXANAMINE,0,0,205,36844,,,,
N-ETHYL-4-METHYLPENTEDRONE,0,0,205,36844,,,,
N-ETHYLHEXEDRONE,0,0,205,36844,,,,
N-ETHYLNORKETAMINE,0,0,205,36844,,,,
N-ETHYLPENTYLONE,0,0,205,36844,,,,
N-METHYL-.GAMMA.-AMINOBUTYRIC ACID,0,0,205,36844,,,,
N-METHYLNORFENTANYL,0,0,205,36844,,,,
N-METHYLSCOPOLAMINE METHYLSULFATE,0,0,205,36844,,,,
N-NITROSODIMETHYLAMINE,0,0,205,36844,,,,
N1-(2-HYDROXYETHYL)FLURAZEPAM,0,0,205,36844,,,,
NABILONE,0,25,205,36819,,,,
NABIXIMOLS,0,4,205,36840,,,,
NABUMETONE,0,0,205,36844,,,,
NADH,0,0,205,36844,,,,
NADIDE,0,0,205,36844,,,,
NADIFLOXACIN,0,1,205,36843,,,,
NADOLOL,0,5,205,36839,,,,
NADROPARIN,0,21,205,36823,,,,
NADROPARIN CALCIUM,0,42,205,36802,,,,
NAFAMOSTAT,0,1,205,36843,,,,
NAFAMOSTAT MESYLATE,0,0,205,36844,,,,
NAFARELIN,0,0,205,36844,,,,
NAFARELIN ACETATE,0,0,205,36844,,,,
NAFCILLIN SODIUM,0,1,205,36843,,,,
NAFCILLIN\NAFCILLIN SODIUM,0,0,205,36844,,,,
NAFRONYL,0,6,205,36838,,,,
NAFRONYL OXALATE,0,0,205,36844,,,,
NAFTAZONE,0,0,205,36844,,,,
NAFTIFINE,0,0,205,36844,,,,
NAFTIFINE HYDROCHLORIDE,0,1,205,36843,,,,
NAFTOPIDIL,0,5,205,36839,,,,
NAJA NAJA VENOM,0,0,205,36844,,,,
NALBUPHINE,0,0,205,36844,,,,
NALBUPHINE HYDROCHLORIDE,0,1,205,36843,,,,
NALDEMEDINE,0,10,205,36834,,,,
NALDEMEDINE TOSYLATE,0,2,205,36842,,,,
NALFURAFINE HYDROCHLORIDE,0,0,205,36844,,,,
NALIDIXIC ACID,0,0,205,36844,,,,
NALMEFENE,0,0,205,36844,,,,
NALMEFENE HYDROCHLORIDE,0,0,205,36844,,,,
NALMEFENE HYDROCHLORIDE DIHYDRATE,0,0,205,36844,,,,
NALOXEGOL,0,4,205,36840,,,,
NALOXEGOL OXALATE,0,7,205,36837,,,,
NALOXONE,0,16,205,36828,,,,
NALOXONE HYDROCHLORIDE,0,8,205,36836,,,,
NALOXONE HYDROCHLORIDE DIHYDRATE,0,0,205,36844,,,,
NALOXONE HYDROCHLORIDE\OXYCODONE HYDROCHLORIDE,0,78,205,36766,,,,
NALOXONE HYDROCHLORIDE\PENTAZOCINE HYDROCHLORIDE,0,0,205,36844,,,,
NALOXONE HYDROCHLORIDE\TILIDINE HYDROCHLORIDE,0,11,205,36833,,,,
NALOXONE HYDROCHLORIDE\TILIDINE PHOSPHATE,0,0,205,36844,,,,
NALOXONE\PENTAZOCINE,0,0,205,36844,,,,
NALTREXONE,0,2,205,36842,,,,
NALTREXONE HYDROCHLORIDE,0,3,205,36841,,,,
NALTREXONE HYDROCHLORIDE\OXYCODONE HYDROCHLORIDE,0,0,205,36844,,,,
NANDROLONE,0,1,205,36843,,,,
NANDROLONE DECANOATE,0,0,205,36844,,,,
NANDROLONE PHENPROPIONATE,0,0,205,36844,,,,
NAPABUCASIN,0,0,205,36844,,,,
NAPHAZOLINE HYDROCHLORIDE,0,0,205,36844,,,,
NAPHAZOLINE HYDROCHLORIDE\PHENIRAMINE MALEATE,0,0,205,36844,,,,
NAPHAZOLINE HYDROCHLORIDE\POLYETHYLENE GLYCOL 300,0,0,205,36844,,,,
NAPHAZOLINE HYDROCHLORIDE\POLYSORBATE 80,0,0,205,36844,,,,
NAPHAZOLINE HYDROCHLORIDE\PREDNISOLONE,0,0,205,36844,,,,
NAPHAZOLINE NITRATE,0,0,205,36844,,,,
NAPHAZOLINE NITRATE\PHENYLEPHRINE HYDROCHLORIDE\PREDNISOLONE,0,0,205,36844,,,,
NAPHAZOLINE NITRATE\PHENYLEPHRINE\PREDNISOLONE,0,0,205,36844,,,,
NAPHAZOLINE NITRATE\PREDNISOLONE,0,0,205,36844,,,,
NAPHAZOLINE\NAPHAZOLINE HYDROCHLORIDE,0,1,205,36843,,,,
NAPHAZOLINE\PHENIRAMINE MALEATE,0,0,205,36844,,,,
NAPHAZOLINE\PREDNISOLONE,0,0,205,36844,,,,
NAPHAZOLINE\TETRACAINE,0,0,205,36844,,,,
NAPHAZOLINE\ZINC SULFATE,0,0,205,36844,,,,
NAPHTHA,0,0,205,36844,,,,
NAPHTHALENE,0,0,205,36844,,,,
NAPORAFENIB,0,0,205,36844,,,,
NAPROXEN,0,90,205,36754,,,,
NAPROXEN ETEMESIL,0,0,205,36844,,,,
NAPROXEN SODIUM,0,21,205,36823,,,,
NAPROXEN SODIUM\PSEUDOEPHEDRINE HYDROCHLORIDE,0,0,205,36844,,,,
NAPROXEN SODIUM\SUMATRIPTAN SUCCINATE,0,0,205,36844,,,,
NAPROXEN\SUMATRIPTAN SUCCINATE,0,0,205,36844,,,,
NAPTUMOMAB ESTAFENATOX,0,0,205,36844,,,,
NARATRIPTAN HYDROCHLORIDE,0,1,205,36843,,,,
NARATUXIMAB EMTANSINE,0,0,205,36844,,,,
NARLAPREVIR,0,0,205,36844,,,,
NARSOPLIMAB,0,0,205,36844,,,,
NARTOGRASTIM,0,0,205,36844,,,,
NATALIZUMAB,0,1,205,36843,,,,
NATAMYCIN,0,0,205,36844,,,,
NATEGLINIDE,0,1,205,36843,,,,
NATTOKINASE,0,0,205,36844,,,,
NATURAL LATEX RUBBER,0,0,205,36844,,,,
NAVITOCLAX,0,0,205,36844,,,,
NAVOXIMOD,0,0,205,36844,,,,
NAVTEMADLIN,0,0,205,36844,,,,
NAXITAMAB,0,1,205,36843,,,,
NAXITAMAB-GQGK,0,0,205,36844,,,,
NAZARTINIB,0,0,205,36844,,,,
NEBIVOLOL,0,100,205,36744,,,,
NEBIVOLOL HYDROCHLORIDE,0,30,205,36814,,,,
NEBIVOLOL HYDROCHLORIDE\VALSARTAN,0,0,205,36844,,,,
NEBIVOLOL\NEBIVOLOL HYDROCHLORIDE,0,0,205,36844,,,,
NECITUMUMAB,0,148,205,36696,,,,
NECUPARANIB,0,0,205,36844,,,,
NECUPARANIB SODIUM,0,0,205,36844,,,,
NEDAPLATIN,0,95,205,36749,,,,
NEDOCROMIL,0,0,205,36844,,,,
NEDOCROMIL SODIUM,0,0,205,36844,,,,
NEEDLES,0,0,205,36844,,,,
NEFAZODONE,0,0,205,36844,,,,
NEFAZODONE HYDROCHLORIDE,0,0,205,36844,,,,
NEFOPAM,0,7,205,36837,,,,
NEFOPAM HYDROCHLORIDE,0,18,205,36826,,,,
NEISSERIA MENINGITIDIS,0,0,205,36844,,,,
NEISSERIA MENINGITIDIS GROUP A CAPSULAR OLIGOSACCHARIDE DIPHTHERIA CRM197 PROTEIN CONJUGATE ANTIGEN\NEISSERIA MENINGITIDIS GROUP C CAPSULAR OLIGOSACCHARIDE DIPHTHERIA CRM197 PROTEIN CONJUGATE ANTIGEN\NEISSERIA MENINGITIDIS GROUP W-135 CAPSULAR OLIGOSACCHARIDE DIPHTHERIA CRM197 PROTEIN CONJUGATE ANTI,0,0,205,36844,,,,
NEISSERIA MENINGITIDIS GROUP A CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN\NEISSERIA MENINGITIDIS GROUP C CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN\NEISSERIA MENINGITIDIS GROUP W-135 CAPSULAR POLYSACCHARIDE DIPHTHERIA TOXOID CONJUGATE ANTIGEN\NEISSERIA MENINGITIDIS,0,0,205,36844,,,,
NEISSERIA MENINGITIDIS GROUP A CAPSULAR POLYSACCHARIDE TETANUS TOXOID CONJUGATE ANTIGEN\NEISSERIA MENINGITIDIS GROUP C CAPSULAR POLYSACCHARIDE TETANUS TOXOID CONJUGATE ANTIGEN\NEISSERIA MENINGITIDIS GROUP W-135 CAPSULAR POLYSACCHARIDE TETANUS TOXOID CONJUGATE ANTIGEN\NEISSERIA MENINGITIDIS GROUP Y C,0,0,205,36844,,,,
NEISSERIA MENINGITIDIS GROUP B FHBP FUSION PROTEIN ANTIGEN\NEISSERIA MENINGITIDIS GROUP B NADA PROTEIN ANTIGEN\NEISSERIA MENINGITIDIS GROUP B NHBA FUSION PROTEIN ANTIGEN\NEISSERIA MENINGITIDIS GROUP B STRAIN NZ98/254 OUTER MEMBRANE VESICLE\NEISSERIA MENINGITIDIS SEROGROUP B FHBP FUSION PROTEIN ANTIG,0,0,205,36844,,,,
NEISSERIA MENINGITIDIS GROUP C CAPSULAR POLYSACCHARIDE ANTIGEN,0,0,205,36844,,,,
NEISSERIA MENINGITIDIS GROUP Y CAPSULAR POLYSACCHARIDE ANTIGEN,0,0,205,36844,,,,
NEISSERIA MENINGITIDIS SEROGROUP B RECOMBINANT LP2086 A05 PROTEIN VARIANT ANTIGEN\NEISSERIA MENINGITIDIS SEROGROUP B RECOMBINANT LP2086 B01 PROTEIN VARIANT ANTIGEN,0,0,205,36844,,,,
NELARABINE,0,5,205,36839,,,,
NELFINAVIR,0,11,205,36833,,,,
NELFINAVIR MESYLATE,0,4,205,36840,,,,
NELIPEPIMUT-S,0,0,205,36844,,,,
NEMONAPRIDE,0,0,205,36844,,,,
NEMTABRUTINIB,0,0,205,36844,,,,
NEOMYCIN,0,4,205,36840,,,,
NEOMYCIN SULFATE,0,2,205,36842,,,,
NEOMYCIN SULFATE\POLYMYXIN B,0,0,205,36844,,,,
NEOMYCIN SULFATE\POLYMYXIN B SULFATE,0,0,205,36844,,,,
NEOMYCIN SULFATE\PREDNISOLONE,0,0,205,36844,,,,
NEOMYCIN SULFATE\PREDNISOLONE SODIUM PHOSPHATE,0,0,205,36844,,,,
NEOMYCIN SULFATE\TIXOCORTOL PIVALATE,0,0,205,36844,,,,
NEOMYCIN\NYSTATIN\POLYMYXIN B SULFATE,0,0,205,36844,,,,
NEOMYCIN\NYSTATIN\PREDNISOLONE\TERNIDAZOLE,0,0,205,36844,,,,
NEOMYCIN\NYSTATIN\TRIAMCINOLONE,0,0,205,36844,,,,
NEOMYCIN\POLYMYXIN,0,0,205,36844,,,,
NEOMYCIN\POLYMYXIN B,0,0,205,36844,,,,
NEOMYCIN\POLYMYXIN B SULFATE,0,0,205,36844,,,,
NEOMYCIN\POLYMYXIN B\PRAMOXINE HYDROCHLORIDE,0,0,205,36844,,,,
NEOMYCIN\POLYMYXIN B\TIXOCORTOL,0,0,205,36844,,,,
NEOMYCIN\PREDNISONE,0,0,205,36844,,,,
NEOSTIGMINE,0,0,205,36844,,,,
NEOSTIGMINE BROMIDE,0,0,205,36844,,,,
NEOSTIGMINE METHYLSULFATE,0,0,205,36844,,,,
NEPAFENAC,0,0,205,36844,,,,
NEPAFENAC\PREDNISOLONE ACETATE,0,0,205,36844,,,,
NEPIDERMIN,0,0,205,36844,,,,
NERATINIB,0,1,205,36843,,,,
NERATINIB MALEATE,0,0,205,36844,,,,
NERIDRONIC ACID,0,0,205,36844,,,,
NERINETIDE,0,0,205,36844,,,,
NERIUM OLEANDER FLOWER,0,0,205,36844,,,,
NERIUM OLEANDER LEAF,0,0,205,36844,,,,
NESBUVIR,0,0,205,36844,,,,
NESIRITIDE,0,0,205,36844,,,,
NETAKIMAB,0,0,205,36844,,,,
NETARSUDIL,0,0,205,36844,,,,
NETARSUDIL MESYLATE,0,0,205,36844,,,,
NETILMICIN,0,0,205,36844,,,,
NETILMICIN SULFATE,0,0,205,36844,,,,
NETUPITANT,0,3,205,36841,,,,
NETUPITANT\PALONOSETRON,0,5,205,36839,,,,
NETUPITANT\PALONOSETRON HYDROCHLORIDE,0,89,205,36755,,,,
NEUROSPORA INTERMEDIA,0,0,205,36844,,,,
NEUROTROPIN,0,1,205,36843,,,,
NEVIRAPINE,0,3,205,36841,,,,
NGM-120,0,0,205,36844,,,,
NIACIN,0,12,205,36832,,,,
NIACINAMIDE,0,9,205,36835,,,,
NIACINAMIDE\PANCRELIPASE\PANTHENOL\PEPSIN\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE HYDROCHLORIDE,0,0,205,36844,,,,
NIACINAMIDE\PAPAVERINE HYDROCHLORIDE,0,0,205,36844,,,,
NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE HYDROCHLORIDE,0,0,205,36844,,,,
NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\TYROSINE,0,0,205,36844,,,,
NIACINAMIDE\PYRIDOXINE\RIBOFLAVIN,0,0,205,36844,,,,
NIACINAMIDE\PYRIDOXINE\RIBOFLAVIN\THIAMINE,0,0,205,36844,,,,
NIACINAMIDE\RIBOFLAVIN\THIAMINE HYDROCHLORIDE,0,0,205,36844,,,,
NIACIN\PAPAVERINE HYDROCHLORIDE,0,0,205,36844,,,,
NIACIN\SIMVASTATIN,0,0,205,36844,,,,
NIAOULI OIL,0,0,205,36844,,,,
NIAOULI OIL\QUININE BENZOATE\THIAMINE HYDROCHLORIDE,0,0,205,36844,,,,
NIAPRAZINE,0,0,205,36844,,,,
NICAMETATE,0,0,205,36844,,,,
NICARDIPINE,0,4,205,36840,,,,
NICARDIPINE HYDROCHLORIDE,0,22,205,36822,,,,
NICERGOLINE,0,3,205,36841,,,,
NICERITROL,0,0,205,36844,,,,
NICKEL,0,0,205,36844,,,,
NICKEL GLUCONATE,0,0,205,36844,,,,
NICKEL SULFATE,0,0,205,36844,,,,
NICLOSAMIDE,0,0,205,36844,,,,
NICOFURANOSE,0,0,205,36844,,,,
NICOMORPHINE,0,0,205,36844,,,,
NICOMORPHINE HYDROCHLORIDE,0,0,205,36844,,,,
NICORANDIL,0,24,205,36820,,,,
NICOTINAMIDE MONONUCLEOTIDE,0,0,205,36844,,,,
NICOTINAMIDE RIBOSIDE,0,0,205,36844,,,,
NICOTINE,0,69,205,36775,,,,
NICOTINE BETADEX,0,0,205,36844,,,,
NICOTINE BITARTRATE,0,0,205,36844,,,,
NICOTINE\PROPYLENE GLYCOL,0,0,205,36844,,,,
NICOTINE\TOBACCO LEAF,0,0,205,36844,,,,
NIFEDIPINE,0,70,205,36774,,,,
NIFEKALANT,0,0,205,36844,,,,
NIFEKALANT HYDROCHLORIDE,0,0,205,36844,,,,
NIFLUMIC ACID,0,0,205,36844,,,,
NIFURATEL,0,0,205,36844,,,,
NIFUROXAZIDE,0,0,205,36844,,,,
NIFUROXIME,0,0,205,36844,,,,
NIFURTIMOX,0,0,205,36844,,,,
